OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
OD022533,O15157,P0162,5,80.7,403.5
OD022534,O02823,P0142,2,303.12,606.24
OD022535,O15716,P0045,3,79.84,239.52
OD022536,O18642,P0103,4,12.08,48.32
OD022537,O16721,P0187,2,281.72,563.44
OD022538,O02914,P0123,4,100.49,401.96
OD022539,O05626,P0006,5,549.08,2745.4
OD022540,O18467,P0085,4,521.62,2086.48
OD022541,O07579,P0028,2,370.0,740.0
OD022542,O05154,P0186,4,101.22,404.88
OD022543,O12151,P0056,1,516.74,516.74
OD022544,O09400,P0042,5,313.18,1565.9
OD022545,O04439,P0024,3,283.22,849.66
OD022546,O18220,P0094,5,239.61,1198.05
OD022547,O15250,P0081,2,580.49,1160.98
OD022548,O18921,P0023,4,444.86,1779.44
OD022549,O10417,P0006,4,549.08,2196.32
OD022550,O05957,P0169,1,251.02,251.02
OD022551,O12318,P0039,3,498.62,1495.86
OD022552,O06581,P0093,4,524.41,2097.64
OD022553,O01875,P0020,3,377.41,1132.23
OD022554,O06613,P0101,5,251.11,1255.55
OD022555,O17212,P0158,3,63.81,191.43
OD022556,O01066,P0175,4,123.39,493.56
OD022557,O04813,P0034,5,379.93,1899.65
OD022558,O03947,P0095,3,402.16,1206.48
OD022559,O06137,P0074,3,282.73,848.19
OD022560,O07986,P0195,4,512.77,2051.08
OD022561,O12610,P0119,3,184.94,554.82
OD022562,O06386,P0169,2,251.02,502.04
OD022563,O14631,P0071,2,146.86,293.72
OD022564,O02755,P0079,3,74.97,224.91
OD022565,O13226,P0196,3,226.95,680.85
OD022566,O09035,P0117,4,399.85,1599.4
OD022567,O07799,P0073,2,171.9,343.8
OD022568,O04435,P0130,5,471.59,2357.95
OD022569,O18129,P0087,1,523.1,523.1
OD022570,O03649,P0014,2,520.3,1040.6
OD022571,O05252,P0070,3,586.6,1759.8
OD022572,O06061,P0169,5,251.02,1255.1
OD022573,O02548,P0105,1,215.98,215.98
OD022574,O07659,P0184,3,428.53,1285.59
OD022575,O17910,P0032,1,434.51,434.51
OD022576,O00442,P0043,5,392.36,1961.8
OD022577,O17407,P0154,1,207.17,207.17
OD022578,O05995,P0042,5,313.18,1565.9
OD022579,O05252,P0024,3,283.22,849.66
OD022580,O07985,P0173,5,336.58,1682.9
OD022581,O03110,P0059,1,114.52,114.52
OD022582,O10404,P0016,5,34.47,172.35
OD022583,O11091,P0070,5,586.6,2933.0
OD022584,O08727,P0039,4,498.62,1994.48
OD022585,O14289,P0102,1,156.97,156.97
OD022586,O11861,P0055,1,146.64,146.64
OD022587,O19277,P0041,4,500.86,2003.44
OD022588,O07907,P0020,4,377.41,1509.64
OD022589,O01873,P0185,3,279.65,838.95
OD022590,O09625,P0002,3,478.19,1434.57
OD022591,O08861,P0058,3,451.98,1355.94
OD022592,O08869,P0017,2,174.46,348.92
OD022593,O17233,P0089,4,535.94,2143.76
OD022594,O18670,P0154,5,207.17,1035.85
OD022595,O16842,P0012,4,497.52,1990.08
OD022596,O03425,P0123,1,100.49,100.49
OD022597,O16293,P0160,1,312.31,312.31
OD022598,O05469,P0033,3,62.77,188.31
OD022599,O04521,P0189,1,458.99,458.99
OD022600,O01982,P0134,5,317.66,1588.3
OD022601,O12387,P0005,2,168.41,336.82
OD022602,O14847,P0142,4,303.12,1212.48
OD022603,O09401,P0124,4,483.43,1933.72
OD022604,O03192,P0129,2,273.78,547.56
OD022605,O03025,P0185,5,279.65,1398.25
OD022606,O17699,P0165,2,256.81,513.62
OD022607,O03299,P0059,2,114.52,229.04
OD022608,O02363,P0157,3,117.69,353.07
OD022609,O03342,P0054,5,297.52,1487.6
OD022610,O11670,P0150,4,251.01,1004.04
OD022611,O11677,P0194,1,548.36,548.36
OD022612,O01747,P0038,3,162.92,488.76
OD022613,O01256,P0007,4,416.37,1665.48
OD022614,O14827,P0189,5,458.99,2294.95
OD022615,O08031,P0015,3,356.28,1068.84
OD022616,O18402,P0173,4,336.58,1346.32
OD022617,O03999,P0174,5,270.27,1351.35
OD022618,O13067,P0115,5,590.53,2952.65
OD022619,O01326,P0052,5,591.27,2956.35
OD022620,O09351,P0073,2,171.9,343.8
OD022621,O01983,P0049,5,524.2,2621.0
OD022622,O11520,P0163,3,240.44,721.32
OD022623,O02097,P0039,3,498.62,1495.86
OD022624,O07343,P0186,3,101.22,303.66
OD022625,O11412,P0135,3,529.51,1588.53
OD022626,O17877,P0169,2,251.02,502.04
OD022627,O06993,P0003,4,27.57,110.28
OD022628,O03523,P0173,2,336.58,673.16
OD022629,O01673,P0193,1,489.97,489.97
OD022630,O19323,P0060,5,327.36,1636.8
OD022631,O14122,P0187,2,281.72,563.44
OD022632,O15630,P0198,1,79.79,79.79
OD022633,O17757,P0122,4,324.25,1297.0
OD022634,O12643,P0079,5,74.97,374.85
OD022635,O19764,P0105,2,215.98,431.96
OD022636,O16350,P0071,3,146.86,440.58
OD022637,O17351,P0005,3,168.41,505.23
OD022638,O10505,P0164,5,216.61,1083.05
OD022639,O15599,P0046,4,499.38,1997.52
OD022640,O03131,P0187,5,281.72,1408.6
OD022641,O08410,P0156,5,169.31,846.55
OD022642,O07889,P0022,3,343.21,1029.63
OD022643,O15436,P0073,1,171.9,171.9
OD022644,O19536,P0190,5,554.5,2772.5
OD022645,O03088,P0197,2,511.01,1022.02
OD022646,O13743,P0166,3,300.35,901.05
OD022647,O00490,P0140,5,28.02,140.1
OD022648,O06667,P0167,2,265.03,530.06
OD022649,O11362,P0180,4,47.57,190.28
OD022650,O06156,P0102,1,156.97,156.97
OD022651,O07019,P0088,5,120.47,602.35
OD022652,O09730,P0043,2,392.36,784.72
OD022653,O15835,P0022,4,343.21,1372.84
OD022654,O04956,P0175,5,123.39,616.95
OD022655,O04977,P0011,2,216.91,433.82
OD022656,O14665,P0200,5,378.2,1891.0
OD022657,O14743,P0098,1,246.17,246.17
OD022658,O13770,P0049,2,524.2,1048.4
OD022659,O12365,P0155,2,325.81,651.62
OD022660,O02045,P0113,3,347.57,1042.71
OD022661,O08698,P0192,4,587.12,2348.48
OD022662,O07885,P0167,1,265.03,265.03
OD022663,O01418,P0188,4,320.71,1282.84
OD022664,O12778,P0059,3,114.52,343.56
OD022665,O02666,P0057,3,185.42,556.26
OD022666,O13963,P0038,5,162.92,814.6
OD022667,O14753,P0004,3,101.47,304.41
OD022668,O16992,P0028,4,370.0,1480.0
OD022669,O00331,P0103,2,12.08,24.16
OD022670,O02684,P0034,5,379.93,1899.65
OD022671,O00850,P0149,3,477.67,1433.01
OD022672,O03149,P0115,5,590.53,2952.65
OD022673,O07075,P0033,4,62.77,251.08
OD022674,O16873,P0107,4,318.81,1275.24
OD022675,O11308,P0018,3,278.04,834.12
OD022676,O19568,P0111,1,578.02,578.02
OD022677,O13272,P0078,3,259.24,777.72
OD022678,O11194,P0160,2,312.31,624.62
OD022679,O02035,P0061,3,164.97,494.91
OD022680,O13689,P0153,1,416.39,416.39
OD022681,O00347,P0158,3,63.81,191.43
OD022682,O10581,P0052,5,591.27,2956.35
OD022683,O17101,P0009,1,475.89,475.89
OD022684,O03959,P0003,2,27.57,55.14
OD022685,O02028,P0086,4,382.17,1528.68
OD022686,O01818,P0066,2,318.12,636.24
OD022687,O08879,P0107,1,318.81,318.81
OD022688,O08046,P0169,3,251.02,753.06
OD022689,O03511,P0109,5,415.03,2075.15
OD022690,O18705,P0041,2,500.86,1001.72
OD022691,O08903,P0027,5,344.79,1723.95
OD022692,O19983,P0035,2,427.56,855.12
OD022693,O13455,P0138,3,400.8,1202.4
OD022694,O15695,P0057,5,185.42,927.1
OD022695,O06393,P0053,1,329.99,329.99
OD022696,O16848,P0076,4,313.94,1255.76
OD022697,O03022,P0012,3,497.52,1492.56
OD022698,O11767,P0141,4,306.72,1226.88
OD022699,O06331,P0103,2,12.08,24.16
OD022700,O16596,P0025,1,209.5,209.5
OD022701,O07935,P0031,1,365.5,365.5
OD022702,O16196,P0179,3,115.48,346.44
OD022703,O12858,P0039,2,498.62,997.24
OD022704,O10893,P0071,4,146.86,587.44
OD022705,O03912,P0103,4,12.08,48.32
OD022706,O02484,P0193,1,489.97,489.97
OD022707,O12834,P0113,2,347.57,695.14
OD022708,O15749,P0135,3,529.51,1588.53
OD022709,O03193,P0013,5,141.68,708.4
OD022710,O02875,P0076,3,313.94,941.82
OD022711,O11640,P0167,3,265.03,795.09
OD022712,O09859,P0192,3,587.12,1761.36
OD022713,O01752,P0091,3,66.57,199.71
OD022714,O02360,P0088,5,120.47,602.35
OD022715,O03599,P0067,3,74.72,224.16
OD022716,O19651,P0105,1,215.98,215.98
OD022717,O08126,P0103,5,12.08,60.4
OD022718,O06268,P0195,2,512.77,1025.54
OD022719,O04350,P0105,4,215.98,863.92
OD022720,O12513,P0188,2,320.71,641.42
OD022721,O06788,P0179,5,115.48,577.4
OD022722,O10399,P0071,4,146.86,587.44
OD022723,O00595,P0155,2,325.81,651.62
OD022724,O08592,P0180,1,47.57,47.57
OD022725,O12157,P0170,1,359.24,359.24
OD022726,O04162,P0023,5,444.86,2224.3
OD022727,O13917,P0153,3,416.39,1249.17
OD022728,O10883,P0032,1,434.51,434.51
OD022729,O14681,P0054,2,297.52,595.04
OD022730,O18256,P0061,3,164.97,494.91
OD022731,O00564,P0137,2,48.56,97.12
OD022732,O08753,P0046,1,499.38,499.38
OD022733,O05329,P0141,3,306.72,920.16
OD022734,O18385,P0130,4,471.59,1886.36
OD022735,O19042,P0138,4,400.8,1603.2
OD022736,O02943,P0147,4,561.52,2246.08
OD022737,O02653,P0150,4,251.01,1004.04
OD022738,O17159,P0022,2,343.21,686.42
OD022739,O13104,P0091,2,66.57,133.14
OD022740,O06468,P0059,4,114.52,458.08
OD022741,O18354,P0065,1,62.97,62.97
OD022742,O17199,P0002,4,478.19,1912.76
OD022743,O11294,P0096,1,501.09,501.09
OD022744,O08508,P0136,2,226.1,452.2
OD022745,O15489,P0022,5,343.21,1716.05
OD022746,O18121,P0119,4,184.94,739.76
OD022747,O06233,P0174,4,270.27,1081.08
OD022748,O12247,P0131,3,334.29,1002.87
OD022749,O13015,P0182,3,66.9,200.7
OD022750,O13553,P0046,3,499.38,1498.14
OD022751,O17992,P0089,1,535.94,535.94
OD022752,O06102,P0193,3,489.97,1469.91
OD022753,O17848,P0063,1,397.44,397.44
OD022754,O19068,P0110,3,114.53,343.59
OD022755,O07087,P0013,1,141.68,141.68
OD022756,O14172,P0103,2,12.08,24.16
OD022757,O11557,P0187,4,281.72,1126.88
OD022758,O11083,P0168,1,417.68,417.68
OD022759,O06260,P0063,3,397.44,1192.32
OD022760,O19180,P0107,4,318.81,1275.24
OD022761,O13782,P0042,5,313.18,1565.9
OD022762,O01811,P0195,2,512.77,1025.54
OD022763,O13518,P0116,1,86.56,86.56
OD022764,O01349,P0136,1,226.1,226.1
OD022765,O06439,P0160,5,312.31,1561.55
OD022766,O12927,P0179,5,115.48,577.4
OD022767,O01958,P0168,2,417.68,835.36
OD022768,O06456,P0182,5,66.9,334.5
OD022769,O14775,P0073,3,171.9,515.7
OD022770,O15394,P0199,1,568.56,568.56
OD022771,O10723,P0185,1,279.65,279.65
OD022772,O00964,P0139,3,507.54,1522.62
OD022773,O12136,P0037,2,142.32,284.64
OD022774,O17582,P0193,4,489.97,1959.88
OD022775,O08038,P0056,4,516.74,2066.96
OD022776,O17825,P0179,5,115.48,577.4
OD022777,O17137,P0080,4,562.55,2250.2
OD022778,O10238,P0133,4,346.74,1386.96
OD022779,O18798,P0029,2,54.7,109.4
OD022780,O12562,P0096,3,501.09,1503.27
OD022781,O04843,P0023,5,444.86,2224.3
OD022782,O02634,P0094,5,239.61,1198.05
OD022783,O12553,P0196,1,226.95,226.95
OD022784,O01547,P0043,4,392.36,1569.44
OD022785,O12443,P0043,5,392.36,1961.8
OD022786,O04559,P0054,3,297.52,892.56
OD022787,O11439,P0187,1,281.72,281.72
OD022788,O08410,P0032,4,434.51,1738.04
OD022789,O05983,P0181,3,137.94,413.82
OD022790,O06364,P0165,2,256.81,513.62
OD022791,O17940,P0113,5,347.57,1737.85
OD022792,O18256,P0078,2,259.24,518.48
OD022793,O19655,P0084,5,216.64,1083.2
OD022794,O06416,P0141,4,306.72,1226.88
OD022795,O00685,P0160,5,312.31,1561.55
OD022796,O01785,P0194,3,548.36,1645.08
OD022797,O12855,P0123,4,100.49,401.96
OD022798,O03809,P0109,5,415.03,2075.15
OD022799,O11299,P0043,4,392.36,1569.44
OD022800,O06609,P0083,3,160.78,482.34
OD022801,O03289,P0053,5,329.99,1649.95
OD022802,O07758,P0178,5,268.6,1343.0
OD022803,O07938,P0059,2,114.52,229.04
OD022804,O05631,P0130,2,471.59,943.18
OD022805,O01305,P0064,5,181.82,909.1
OD022806,O10502,P0115,3,590.53,1771.59
OD022807,O05749,P0076,1,313.94,313.94
OD022808,O19487,P0003,5,27.57,137.85
OD022809,O17071,P0002,5,478.19,2390.95
OD022810,O12325,P0084,4,216.64,866.56
OD022811,O05398,P0150,4,251.01,1004.04
OD022812,O09782,P0031,1,365.5,365.5
OD022813,O09118,P0059,4,114.52,458.08
OD022814,O08994,P0036,2,160.41,320.82
OD022815,O18182,P0195,1,512.77,512.77
OD022816,O03450,P0127,1,290.85,290.85
OD022817,O02153,P0070,4,586.6,2346.4
OD022818,O10664,P0114,4,352.5,1410.0
OD022819,O14008,P0094,2,239.61,479.22
OD022820,O11635,P0037,4,142.32,569.28
OD022821,O01711,P0013,3,141.68,425.04
OD022822,O09179,P0033,5,62.77,313.85
OD022823,O02393,P0103,4,12.08,48.32
OD022824,O19929,P0166,5,300.35,1501.75
OD022825,O13564,P0153,4,416.39,1665.56
OD022826,O09593,P0040,1,177.49,177.49
OD022827,O09875,P0100,1,170.87,170.87
OD022828,O15179,P0055,3,146.64,439.92
OD022829,O19157,P0077,1,141.31,141.31
OD022830,O02239,P0038,4,162.92,651.68
OD022831,O13970,P0075,3,269.25,807.75
OD022832,O10167,P0033,4,62.77,251.08
OD022833,O17843,P0098,3,246.17,738.51
OD022834,O14189,P0053,4,329.99,1319.96
OD022835,O07145,P0190,4,554.5,2218.0
OD022836,O05678,P0099,4,122.28,489.12
OD022837,O19205,P0086,1,382.17,382.17
OD022838,O19193,P0138,2,400.8,801.6
OD022839,O00771,P0013,4,141.68,566.72
OD022840,O08130,P0017,5,174.46,872.3
OD022841,O07797,P0065,1,62.97,62.97
OD022842,O11624,P0025,4,209.5,838.0
OD022843,O19118,P0013,3,141.68,425.04
OD022844,O14437,P0121,3,491.35,1474.05
OD022845,O13136,P0015,2,356.28,712.56
OD022846,O19647,P0168,4,417.68,1670.72
OD022847,O15744,P0025,3,209.5,628.5
OD022848,O07856,P0172,4,292.58,1170.32
OD022849,O12960,P0049,2,524.2,1048.4
OD022850,O07280,P0055,5,146.64,733.2
OD022851,O13837,P0099,3,122.28,366.84
OD022852,O08445,P0187,2,281.72,563.44
OD022853,O02299,P0156,1,169.31,169.31
OD022854,O08091,P0069,1,53.5,53.5
OD022855,O11630,P0153,3,416.39,1249.17
OD022856,O04547,P0141,4,306.72,1226.88
OD022857,O05016,P0152,3,373.01,1119.03
OD022858,O12204,P0085,3,521.62,1564.86
OD022859,O18368,P0041,5,500.86,2504.3
OD022860,O19942,P0097,5,181.76,908.8
OD022861,O16174,P0054,4,297.52,1190.08
OD022862,O07942,P0048,1,449.27,449.27
OD022863,O05090,P0155,5,325.81,1629.05
OD022864,O11382,P0013,1,141.68,141.68
OD022865,O16829,P0115,3,590.53,1771.59
OD022866,O12952,P0046,2,499.38,998.76
OD022867,O17105,P0139,2,507.54,1015.08
OD022868,O14301,P0069,3,53.5,160.5
OD022869,O17150,P0015,1,356.28,356.28
OD022870,O16703,P0037,2,142.32,284.64
OD022871,O06485,P0145,4,259.84,1039.36
OD022872,O03439,P0051,5,516.1,2580.5
OD022873,O02965,P0190,3,554.5,1663.5
OD022874,O12150,P0106,5,64.16,320.8
OD022875,O18780,P0125,5,258.01,1290.05
OD022876,O18798,P0006,1,549.08,549.08
OD022877,O06860,P0057,5,185.42,927.1
OD022878,O16723,P0032,1,434.51,434.51
OD022879,O17437,P0149,3,477.67,1433.01
OD022880,O10128,P0120,5,177.82,889.1
OD022881,O18389,P0093,4,524.41,2097.64
OD022882,O17232,P0056,5,516.74,2583.7
OD022883,O04368,P0040,5,177.49,887.45
OD022884,O02269,P0141,2,306.72,613.44
OD022885,O00779,P0157,2,117.69,235.38
OD022886,O12424,P0152,5,373.01,1865.05
OD022887,O13178,P0111,3,578.02,1734.06
OD022888,O16820,P0018,5,278.04,1390.2
OD022889,O11688,P0018,4,278.04,1112.16
OD022890,O07547,P0033,5,62.77,313.85
OD022891,O07186,P0163,3,240.44,721.32
OD022892,O17784,P0123,5,100.49,502.45
OD022893,O18075,P0010,4,514.44,2057.76
OD022894,O03278,P0060,3,327.36,982.08
OD022895,O02955,P0040,1,177.49,177.49
OD022896,O02055,P0037,4,142.32,569.28
OD022897,O17341,P0110,1,114.53,114.53
OD022898,O09329,P0146,5,294.49,1472.45
OD022899,O05307,P0081,5,580.49,2902.45
OD022900,O04378,P0098,5,246.17,1230.85
OD022901,O06510,P0094,2,239.61,479.22
OD022902,O11762,P0010,4,514.44,2057.76
OD022903,O13944,P0012,2,497.52,995.04
OD022904,O08781,P0143,3,194.05,582.15
OD022905,O15426,P0059,4,114.52,458.08
OD022906,O19922,P0192,1,587.12,587.12
OD022907,O15830,P0123,3,100.49,301.47
OD022908,O10893,P0167,1,265.03,265.03
OD022909,O03254,P0041,4,500.86,2003.44
OD022910,O01112,P0176,4,250.73,1002.92
OD022911,O02092,P0130,5,471.59,2357.95
OD022912,O19888,P0127,2,290.85,581.7
OD022913,O01330,P0010,2,514.44,1028.88
OD022914,O09456,P0011,5,216.91,1084.55
OD022915,O03486,P0113,2,347.57,695.14
OD022916,O02088,P0132,5,504.41,2522.05
OD022917,O08091,P0159,5,473.08,2365.4
OD022918,O07076,P0046,2,499.38,998.76
OD022919,O08109,P0142,4,303.12,1212.48
OD022920,O01465,P0185,3,279.65,838.95
OD022921,O18189,P0174,1,270.27,270.27
OD022922,O12063,P0163,1,240.44,240.44
OD022923,O14111,P0159,3,473.08,1419.24
OD022924,O07050,P0061,2,164.97,329.94
OD022925,O03412,P0137,1,48.56,48.56
OD022926,O00994,P0102,4,156.97,627.88
OD022927,O16903,P0032,2,434.51,869.02
OD022928,O07891,P0015,5,356.28,1781.4
OD022929,O16755,P0086,5,382.17,1910.85
OD022930,O19126,P0015,4,356.28,1425.12
OD022931,O01190,P0139,4,507.54,2030.16
OD022932,O03617,P0042,1,313.18,313.18
OD022933,O18189,P0190,3,554.5,1663.5
OD022934,O03033,P0100,2,170.87,341.74
OD022935,O14670,P0103,3,12.08,36.24
OD022936,O00343,P0021,1,290.75,290.75
OD022937,O16357,P0004,5,101.47,507.35
OD022938,O07161,P0091,3,66.57,199.71
OD022939,O01644,P0172,5,292.58,1462.9
OD022940,O17109,P0049,2,524.2,1048.4
OD022941,O04150,P0123,2,100.49,200.98
OD022942,O13523,P0066,4,318.12,1272.48
OD022943,O18491,P0138,5,400.8,2004.0
OD022944,O03580,P0086,4,382.17,1528.68
OD022945,O08814,P0067,2,74.72,149.44
OD022946,O19219,P0178,5,268.6,1343.0
OD022947,O04442,P0178,3,268.6,805.8
OD022948,O18309,P0101,1,251.11,251.11
OD022949,O12955,P0048,1,449.27,449.27
OD022950,O04823,P0133,3,346.74,1040.22
OD022951,O02462,P0179,4,115.48,461.92
OD022952,O17827,P0179,2,115.48,230.96
OD022953,O05806,P0004,5,101.47,507.35
OD022954,O18764,P0143,1,194.05,194.05
OD022955,O10501,P0032,3,434.51,1303.53
OD022956,O03965,P0015,3,356.28,1068.84
OD022957,O14708,P0065,1,62.97,62.97
OD022958,O03444,P0017,4,174.46,697.84
OD022959,O02555,P0155,3,325.81,977.43
OD022960,O18647,P0187,2,281.72,563.44
OD022961,O05380,P0048,4,449.27,1797.08
OD022962,O11412,P0137,1,48.56,48.56
OD022963,O05674,P0070,1,586.6,586.6
OD022964,O02646,P0071,2,146.86,293.72
OD022965,O06556,P0180,1,47.57,47.57
OD022966,O13412,P0093,4,524.41,2097.64
OD022967,O03834,P0116,3,86.56,259.68
OD022968,O10302,P0033,4,62.77,251.08
OD022969,O08765,P0155,2,325.81,651.62
OD022970,O06060,P0097,2,181.76,363.52
OD022971,O06497,P0127,5,290.85,1454.25
OD022972,O13247,P0044,3,391.56,1174.68
OD022973,O18820,P0017,1,174.46,174.46
OD022974,O02489,P0079,2,74.97,149.94
OD022975,O02583,P0141,2,306.72,613.44
OD022976,O18313,P0175,4,123.39,493.56
OD022977,O07737,P0149,5,477.67,2388.35
OD022978,O18689,P0181,3,137.94,413.82
OD022979,O07981,P0090,1,281.38,281.38
OD022980,O15963,P0009,4,475.89,1903.56
OD022981,O19603,P0141,2,306.72,613.44
OD022982,O08517,P0091,3,66.57,199.71
OD022983,O05950,P0107,3,318.81,956.43
OD022984,O04741,P0005,1,168.41,168.41
OD022985,O18489,P0109,2,415.03,830.06
OD022986,O19351,P0054,2,297.52,595.04
OD022987,O02411,P0190,5,554.5,2772.5
OD022988,O00426,P0180,1,47.57,47.57
OD022989,O08893,P0186,1,101.22,101.22
OD022990,O15939,P0188,5,320.71,1603.55
OD022991,O13715,P0107,5,318.81,1594.05
OD022992,O04112,P0154,3,207.17,621.51
OD022993,O03020,P0037,3,142.32,426.96
OD022994,O13710,P0106,1,64.16,64.16
OD022995,O01606,P0107,5,318.81,1594.05
OD022996,O19466,P0013,5,141.68,708.4
OD022997,O01433,P0135,2,529.51,1059.02
OD022998,O08812,P0150,2,251.01,502.02
OD022999,O15924,P0121,1,491.35,491.35
OD023000,O18457,P0178,4,268.6,1074.4
OD023001,O08353,P0072,3,582.19,1746.57
OD023002,O08200,P0116,2,86.56,173.12
OD023003,O18143,P0192,1,587.12,587.12
OD023004,O11701,P0127,3,290.85,872.55
OD023005,O09314,P0098,3,246.17,738.51
OD023006,O19596,P0199,4,568.56,2274.24
OD023007,O15870,P0182,1,66.9,66.9
OD023008,O02938,P0121,1,491.35,491.35
OD023009,O07278,P0041,4,500.86,2003.44
OD023010,O00686,P0101,1,251.11,251.11
OD023011,O00560,P0038,3,162.92,488.76
OD023012,O04955,P0047,3,316.43,949.29
OD023013,O06559,P0062,4,354.7,1418.8
OD023014,O02641,P0068,2,368.39,736.78
OD023015,O17768,P0051,2,516.1,1032.2
OD023016,O11790,P0185,4,279.65,1118.6
OD023017,O04476,P0035,2,427.56,855.12
OD023018,O00277,P0076,1,313.94,313.94
OD023019,O06808,P0021,3,290.75,872.25
OD023020,O08792,P0019,2,320.63,641.26
OD023021,O14768,P0069,1,53.5,53.5
OD023022,O08985,P0110,1,114.53,114.53
OD023023,O07282,P0164,5,216.61,1083.05
OD023024,O19171,P0038,5,162.92,814.6
OD023025,O18289,P0027,4,344.79,1379.16
OD023026,O11869,P0041,3,500.86,1502.58
OD023027,O05019,P0087,1,523.1,523.1
OD023028,O00990,P0199,4,568.56,2274.24
OD023029,O08266,P0176,1,250.73,250.73
OD023030,O12506,P0115,4,590.53,2362.12
OD023031,O01780,P0185,5,279.65,1398.25
OD023032,O02838,P0049,4,524.2,2096.8
OD023033,O16905,P0115,4,590.53,2362.12
OD023034,O14432,P0104,1,342.08,342.08
OD023035,O06695,P0074,2,282.73,565.46
OD023036,O11107,P0168,3,417.68,1253.04
OD023037,O08259,P0165,1,256.81,256.81
OD023038,O19808,P0049,4,524.2,2096.8
OD023039,O06847,P0142,5,303.12,1515.6
OD023040,O17680,P0074,2,282.73,565.46
OD023041,O11801,P0006,5,549.08,2745.4
OD023042,O02161,P0038,2,162.92,325.84
OD023043,O11995,P0133,5,346.74,1733.7
OD023044,O08513,P0183,3,253.2,759.6
OD023045,O00661,P0176,4,250.73,1002.92
OD023046,O13613,P0107,3,318.81,956.43
OD023047,O17179,P0003,4,27.57,110.28
OD023048,O15631,P0024,2,283.22,566.44
OD023049,O15560,P0119,5,184.94,924.7
OD023050,O15209,P0022,5,343.21,1716.05
OD023051,O11309,P0025,5,209.5,1047.5
OD023052,O13555,P0144,4,254.25,1017.0
OD023053,O13337,P0050,1,430.99,430.99
OD023054,O18999,P0162,1,80.7,80.7
OD023055,O02858,P0007,4,416.37,1665.48
OD023056,O03996,P0030,1,519.2,519.2
OD023057,O05272,P0196,3,226.95,680.85
OD023058,O10412,P0034,5,379.93,1899.65
OD023059,O09271,P0044,1,391.56,391.56
OD023060,O12440,P0132,3,504.41,1513.23
OD023061,O01630,P0049,1,524.2,524.2
OD023062,O00185,P0034,5,379.93,1899.65
OD023063,O09138,P0065,2,62.97,125.94
OD023064,O12392,P0015,3,356.28,1068.84
OD023065,O12133,P0083,3,160.78,482.34
OD023066,O00767,P0055,4,146.64,586.56
OD023067,O14951,P0007,1,416.37,416.37
OD023068,O13208,P0054,1,297.52,297.52
OD023069,O04554,P0047,5,316.43,1582.15
OD023070,O11264,P0061,3,164.97,494.91
OD023071,O09680,P0136,2,226.1,452.2
OD023072,O12997,P0040,2,177.49,354.98
OD023073,O06341,P0044,1,391.56,391.56
OD023074,O04060,P0050,2,430.99,861.98
OD023075,O16876,P0127,4,290.85,1163.4
OD023076,O18223,P0021,5,290.75,1453.75
OD023077,O11349,P0180,2,47.57,95.14
OD023078,O08706,P0200,1,378.2,378.2
OD023079,O01633,P0129,4,273.78,1095.12
OD023080,O03266,P0082,3,71.82,215.46
OD023081,O13158,P0100,1,170.87,170.87
OD023082,O13259,P0105,5,215.98,1079.9
OD023083,O00884,P0049,4,524.2,2096.8
OD023084,O01343,P0200,3,378.2,1134.6
OD023085,O02980,P0172,5,292.58,1462.9
OD023086,O02003,P0148,1,96.04,96.04
OD023087,O17020,P0008,4,223.46,893.84
OD023088,O10552,P0082,1,71.82,71.82
OD023089,O03437,P0055,5,146.64,733.2
OD023090,O02030,P0044,5,391.56,1957.8
OD023091,O07322,P0025,2,209.5,419.0
OD023092,O03218,P0135,1,529.51,529.51
OD023093,O16105,P0065,3,62.97,188.91
OD023094,O16541,P0081,1,580.49,580.49
OD023095,O02196,P0147,4,561.52,2246.08
OD023096,O18476,P0160,1,312.31,312.31
OD023097,O06279,P0065,1,62.97,62.97
OD023098,O14834,P0090,3,281.38,844.14
OD023099,O18875,P0070,5,586.6,2933.0
OD023100,O09378,P0014,1,520.3,520.3
OD023101,O12776,P0144,3,254.25,762.75
OD023102,O16319,P0197,5,511.01,2555.05
OD023103,O18879,P0184,3,428.53,1285.59
OD023104,O00594,P0169,3,251.02,753.06
OD023105,O15877,P0030,2,519.2,1038.4
OD023106,O14298,P0038,4,162.92,651.68
OD023107,O04949,P0093,4,524.41,2097.64
OD023108,O09822,P0123,2,100.49,200.98
OD023109,O10991,P0042,1,313.18,313.18
OD023110,O19417,P0103,1,12.08,12.08
OD023111,O13277,P0145,2,259.84,519.68
OD023112,O15033,P0102,5,156.97,784.85
OD023113,O04508,P0139,3,507.54,1522.62
OD023114,O00415,P0029,5,54.7,273.5
OD023115,O10028,P0088,4,120.47,481.88
OD023116,O14067,P0147,2,561.52,1123.04
OD023117,O05145,P0156,1,169.31,169.31
OD023118,O11787,P0099,5,122.28,611.4
OD023119,O17540,P0113,5,347.57,1737.85
OD023120,O11312,P0102,1,156.97,156.97
OD023121,O02082,P0182,2,66.9,133.8
OD023122,O06304,P0070,5,586.6,2933.0
OD023123,O16152,P0180,1,47.57,47.57
OD023124,O17916,P0061,4,164.97,659.88
OD023125,O08558,P0183,2,253.2,506.4
OD023126,O06517,P0030,3,519.2,1557.6
OD023127,O15172,P0031,2,365.5,731.0
OD023128,O08932,P0089,3,535.94,1607.82
