OrderID,CustomerID,StoreID,OrderDate,OrderTime,OrderDateTime,Status,TotalAmount,DeliveryTime_minutes
O12800,C1649,S014,2025-10-19,06:21:30,2025-10-19 06:21:30,cancelled,0.0,0
O12801,C2600,S036,2025-10-20,00:45:38,2025-10-20 00:45:38,cancelled,0.0,0
O12802,C2286,S009,2025-11-15,20:53:26,2025-11-15 20:53:26,cancelled,0.0,0
O12803,C1327,S043,2025-11-26,00:33:55,2025-11-26 00:33:55,completed,1791.27,22
O12804,C0060,S012,2025-11-23,12:25:16,2025-11-23 12:25:16,completed,1878.53,21
O12805,C0442,S037,2025-11-01,11:24:33,2025-11-01 11:24:33,completed,337.71,40
O12806,C1666,S022,2025-11-17,04:23:36,2025-11-17 04:23:36,cancelled,0.0,0
O12807,C2858,S013,2025-11-09,07:40:53,2025-11-09 07:40:53,cancelled,0.0,0
O12808,C0566,S013,2025-11-09,05:02:38,2025-11-09 05:02:38,cancelled,0.0,0
O12809,C0538,S006,2025-10-20,00:09:16,2025-10-20 00:09:16,cancelled,0.0,0
O12810,C1393,S030,2025-11-29,20:12:22,2025-11-29 20:12:22,cancelled,0.0,0
O12811,C0094,S024,2025-11-22,08:14:41,2025-11-22 08:14:41,cancelled,0.0,0
O12812,C0537,S027,2025-11-06,15:39:58,2025-11-06 15:39:58,completed,617.82,39
O12813,C2369,S034,2025-11-27,01:31:27,2025-11-27 01:31:27,cancelled,0.0,0
O12814,C1406,S025,2025-11-25,09:30:30,2025-11-25 09:30:30,completed,1719.84,43
O12815,C0831,S005,2025-11-23,22:57:23,2025-11-23 22:57:23,completed,64.34,38
O12816,C0648,S050,2025-11-09,08:00:34,2025-11-09 08:00:34,completed,1421.44,44
O12817,C2486,S021,2025-11-01,02:08:37,2025-11-01 02:08:37,cancelled,0.0,0
O12818,C1827,S020,2025-10-19,01:07:59,2025-10-19 01:07:59,cancelled,0.0,0
O12819,C2782,S039,2025-11-05,11:05:04,2025-11-05 11:05:04,cancelled,0.0,0
O12820,C2841,S025,2025-11-09,01:09:52,2025-11-09 01:09:52,completed,226.59,38
O12821,C0192,S011,2025-11-19,04:23:26,2025-11-19 04:23:26,completed,1007.44,42
O12822,C2997,S037,2025-10-26,02:07:46,2025-10-26 02:07:46,completed,278.71,35
O12823,C2327,S010,2025-10-29,18:38:22,2025-10-29 18:38:22,completed,1300.33,18
O12824,C2568,S005,2025-10-28,16:43:24,2025-10-28 16:43:24,cancelled,0.0,0
O12825,C1908,S013,2025-10-25,23:34:06,2025-10-25 23:34:06,cancelled,0.0,0
O12826,C2698,S011,2025-10-27,04:23:00,2025-10-27 04:23:00,completed,1914.13,29
O12827,C2937,S050,2025-10-27,23:12:15,2025-10-27 23:12:15,cancelled,0.0,0
O12828,C1526,S014,2025-10-30,05:00:58,2025-10-30 05:00:58,completed,1472.13,41
O12829,C1811,S045,2025-11-01,02:23:18,2025-11-01 02:23:18,cancelled,0.0,0
O12830,C0045,S040,2025-11-19,16:32:54,2025-11-19 16:32:54,cancelled,0.0,0
O12831,C1035,S021,2025-11-18,11:15:22,2025-11-18 11:15:22,cancelled,0.0,0
O12832,C0250,S039,2025-10-24,03:30:31,2025-10-24 03:30:31,completed,107.12,35
O12833,C1002,S047,2025-11-20,04:33:44,2025-11-20 04:33:44,completed,1444.18,39
O12834,C2898,S047,2025-11-26,07:34:47,2025-11-26 07:34:47,cancelled,0.0,0
O12835,C2358,S031,2025-11-09,00:51:12,2025-11-09 00:51:12,completed,214.69,38
O12836,C2123,S038,2025-11-13,18:46:55,2025-11-13 18:46:55,completed,1941.01,42
O12837,C2855,S010,2025-11-26,23:49:49,2025-11-26 23:49:49,completed,1793.35,45
O12838,C2014,S019,2025-11-30,00:58:58,2025-11-30 00:58:58,cancelled,0.0,0
O12839,C1706,S019,2025-11-09,03:03:34,2025-11-09 03:03:34,cancelled,0.0,0
O12840,C2855,S048,2025-11-29,19:08:37,2025-11-29 19:08:37,cancelled,0.0,0
O12841,C0205,S037,2025-11-04,09:01:07,2025-11-04 09:01:07,cancelled,0.0,0
O12842,C1047,S022,2025-11-04,18:04:23,2025-11-04 18:04:23,completed,639.84,25
O12843,C0544,S024,2025-12-01,14:29:04,2025-12-01 14:29:04,cancelled,0.0,0
O12844,C0717,S034,2025-11-27,13:55:54,2025-11-27 13:55:54,cancelled,0.0,0
O12845,C0819,S030,2025-11-30,22:17:21,2025-11-30 22:17:21,cancelled,0.0,0
O12846,C2635,S035,2025-10-24,15:40:07,2025-10-24 15:40:07,completed,626.69,24
O12847,C1688,S029,2025-10-25,06:13:58,2025-10-25 06:13:58,cancelled,0.0,0
O12848,C2296,S024,2025-10-25,18:59:03,2025-10-25 18:59:03,cancelled,0.0,0
O12849,C2915,S004,2025-10-23,13:11:42,2025-10-23 13:11:42,cancelled,0.0,0
O12850,C1134,S020,2025-10-23,01:23:13,2025-10-23 01:23:13,cancelled,0.0,0
O12851,C2805,S003,2025-10-25,17:43:06,2025-10-25 17:43:06,completed,1329.12,41
O12852,C1825,S021,2025-11-24,05:28:46,2025-11-24 05:28:46,completed,349.07,31
O12853,C1669,S042,2025-11-04,20:06:05,2025-11-04 20:06:05,completed,1836.52,38
O12854,C0942,S006,2025-11-24,18:51:24,2025-11-24 18:51:24,completed,1539.86,35
O12855,C2340,S021,2025-11-24,12:11:06,2025-11-24 12:11:06,cancelled,0.0,0
O12856,C1431,S034,2025-11-10,21:12:33,2025-11-10 21:12:33,completed,981.4,22
O12857,C2203,S050,2025-11-10,10:35:33,2025-11-10 10:35:33,completed,599.25,23
O12858,C1072,S045,2025-11-04,21:50:45,2025-11-04 21:50:45,cancelled,0.0,0
O12859,C0203,S020,2025-11-25,14:22:29,2025-11-25 14:22:29,cancelled,0.0,0
O12860,C0430,S041,2025-11-01,18:11:06,2025-11-01 18:11:06,cancelled,0.0,0
O12861,C0962,S010,2025-10-19,16:15:23,2025-10-19 16:15:23,completed,562.45,41
O12862,C1228,S036,2025-11-18,05:47:53,2025-11-18 05:47:53,completed,1508.84,27
O12863,C1638,S034,2025-11-30,21:42:56,2025-11-30 21:42:56,cancelled,0.0,0
O12864,C1856,S016,2025-11-23,17:48:52,2025-11-23 17:48:52,cancelled,0.0,0
O12865,C2548,S003,2025-11-21,21:34:39,2025-11-21 21:34:39,cancelled,0.0,0
O12866,C0107,S023,2025-11-20,15:40:16,2025-11-20 15:40:16,completed,1566.97,45
O12867,C0574,S047,2025-11-30,23:26:50,2025-11-30 23:26:50,completed,919.91,44
O12868,C0243,S015,2025-11-13,06:38:03,2025-11-13 06:38:03,cancelled,0.0,0
O12869,C2110,S035,2025-10-24,05:56:42,2025-10-24 05:56:42,completed,1461.17,21
O12870,C0477,S049,2025-10-30,23:10:18,2025-10-30 23:10:18,completed,1708.23,19
O12871,C2035,S042,2025-11-15,09:53:05,2025-11-15 09:53:05,completed,1085.63,17
O12872,C2790,S048,2025-11-30,05:58:09,2025-11-30 05:58:09,cancelled,0.0,0
O12873,C1668,S013,2025-11-04,07:19:15,2025-11-04 07:19:15,completed,1915.21,41
O12874,C1056,S045,2025-11-26,17:28:42,2025-11-26 17:28:42,cancelled,0.0,0
O12875,C0704,S011,2025-11-09,12:26:06,2025-11-09 12:26:06,cancelled,0.0,0
O12876,C2698,S032,2025-11-29,08:06:51,2025-11-29 08:06:51,cancelled,0.0,0
O12877,C0886,S007,2025-11-06,20:07:02,2025-11-06 20:07:02,completed,982.16,29
O12878,C0961,S021,2025-11-12,00:10:03,2025-11-12 00:10:03,cancelled,0.0,0
O12879,C0269,S002,2025-10-25,02:34:56,2025-10-25 02:34:56,cancelled,0.0,0
O12880,C1225,S039,2025-10-28,17:53:29,2025-10-28 17:53:29,cancelled,0.0,0
O12881,C0627,S003,2025-10-23,03:07:57,2025-10-23 03:07:57,completed,1458.02,23
O12882,C2288,S018,2025-11-02,07:23:45,2025-11-02 07:23:45,completed,402.55,18
O12883,C0440,S025,2025-10-21,01:22:25,2025-10-21 01:22:25,completed,1986.62,33
O12884,C0272,S019,2025-10-23,17:36:38,2025-10-23 17:36:38,cancelled,0.0,0
O12885,C0325,S033,2025-10-31,03:18:07,2025-10-31 03:18:07,cancelled,0.0,0
O12886,C0937,S031,2025-11-29,11:32:26,2025-11-29 11:32:26,completed,376.02,38
O12887,C2087,S011,2025-10-22,18:15:28,2025-10-22 18:15:28,completed,1291.75,16
O12888,C1120,S033,2025-10-30,18:46:00,2025-10-30 18:46:00,cancelled,0.0,0
O12889,C0255,S003,2025-11-20,05:05:59,2025-11-20 05:05:59,cancelled,0.0,0
O12890,C2324,S047,2025-11-26,08:39:36,2025-11-26 08:39:36,cancelled,0.0,0
O12891,C1577,S027,2025-11-15,10:47:54,2025-11-15 10:47:54,cancelled,0.0,0
O12892,C0367,S029,2025-11-14,21:24:35,2025-11-14 21:24:35,completed,1672.97,42
O12893,C2732,S003,2025-11-01,14:29:27,2025-11-01 14:29:27,cancelled,0.0,0
O12894,C1013,S016,2025-11-29,03:08:36,2025-11-29 03:08:36,cancelled,0.0,0
O12895,C1439,S002,2025-10-20,03:28:16,2025-10-20 03:28:16,completed,1616.81,44
O12896,C0184,S009,2025-11-24,07:11:49,2025-11-24 07:11:49,completed,616.96,43
O12897,C1470,S010,2025-11-27,08:27:29,2025-11-27 08:27:29,completed,238.3,20
O12898,C0010,S038,2025-11-05,12:21:18,2025-11-05 12:21:18,cancelled,0.0,0
O12899,C0472,S034,2025-11-19,00:58:21,2025-11-19 00:58:21,cancelled,0.0,0
O12900,C1702,S018,2025-11-20,22:31:04,2025-11-20 22:31:04,completed,1759.19,15
O12901,C2834,S035,2025-11-17,04:45:16,2025-11-17 04:45:16,completed,1199.57,37
O12902,C2722,S039,2025-10-19,13:22:49,2025-10-19 13:22:49,completed,265.26,24
O12903,C1053,S039,2025-10-26,12:17:20,2025-10-26 12:17:20,cancelled,0.0,0
O12904,C2557,S048,2025-11-26,23:30:27,2025-11-26 23:30:27,cancelled,0.0,0
O12905,C2648,S001,2025-11-18,10:07:15,2025-11-18 10:07:15,completed,741.18,17
O12906,C0675,S022,2025-11-15,07:13:16,2025-11-15 07:13:16,cancelled,0.0,0
O12907,C0156,S018,2025-10-19,16:23:02,2025-10-19 16:23:02,completed,1350.72,45
O12908,C0798,S021,2025-10-28,16:54:46,2025-10-28 16:54:46,completed,1837.29,41
O12909,C1140,S040,2025-10-27,07:00:05,2025-10-27 07:00:05,cancelled,0.0,0
O12910,C2563,S032,2025-10-19,04:33:23,2025-10-19 04:33:23,cancelled,0.0,0
O12911,C1639,S006,2025-11-01,11:45:45,2025-11-01 11:45:45,completed,1108.82,33
O12912,C2607,S003,2025-10-22,20:02:26,2025-10-22 20:02:26,cancelled,0.0,0
O12913,C1215,S005,2025-11-14,05:31:38,2025-11-14 05:31:38,cancelled,0.0,0
O12914,C1189,S005,2025-11-23,05:47:46,2025-11-23 05:47:46,completed,728.04,22
O12915,C0334,S016,2025-10-27,07:10:37,2025-10-27 07:10:37,cancelled,0.0,0
O12916,C0361,S012,2025-10-26,15:23:17,2025-10-26 15:23:17,cancelled,0.0,0
O12917,C1916,S019,2025-10-20,23:38:53,2025-10-20 23:38:53,completed,749.22,32
O12918,C0273,S019,2025-11-08,13:54:16,2025-11-08 13:54:16,completed,1682.74,34
O12919,C0325,S026,2025-11-23,01:13:43,2025-11-23 01:13:43,cancelled,0.0,0
O12920,C1382,S034,2025-11-23,04:34:21,2025-11-23 04:34:21,completed,998.84,44
O12921,C0209,S008,2025-12-01,05:22:09,2025-12-01 05:22:09,cancelled,0.0,0
O12922,C2045,S020,2025-11-27,20:08:24,2025-11-27 20:08:24,cancelled,0.0,0
O12923,C0032,S026,2025-10-18,20:19:52,2025-10-18 20:19:52,cancelled,0.0,0
O12924,C0781,S015,2025-11-21,12:13:29,2025-11-21 12:13:29,completed,887.77,38
O12925,C2306,S030,2025-11-06,03:04:36,2025-11-06 03:04:36,completed,1675.16,24
O12926,C2032,S033,2025-10-19,19:08:03,2025-10-19 19:08:03,cancelled,0.0,0
O12927,C0167,S011,2025-11-03,20:23:56,2025-11-03 20:23:56,completed,346.24,19
O12928,C0690,S047,2025-10-30,17:43:16,2025-10-30 17:43:16,completed,915.07,43
O12929,C0251,S041,2025-10-22,10:11:02,2025-10-22 10:11:02,cancelled,0.0,0
O12930,C0159,S006,2025-11-11,17:53:58,2025-11-11 17:53:58,completed,944.6,28
O12931,C0497,S039,2025-10-23,17:08:33,2025-10-23 17:08:33,cancelled,0.0,0
O12932,C0405,S018,2025-11-05,21:49:00,2025-11-05 21:49:00,cancelled,0.0,0
O12933,C1173,S018,2025-10-29,18:26:36,2025-10-29 18:26:36,completed,1527.22,37
O12934,C1454,S045,2025-11-11,14:37:22,2025-11-11 14:37:22,cancelled,0.0,0
O12935,C1201,S013,2025-10-30,14:19:37,2025-10-30 14:19:37,cancelled,0.0,0
O12936,C0370,S048,2025-11-01,14:34:30,2025-11-01 14:34:30,cancelled,0.0,0
O12937,C1138,S029,2025-11-19,12:46:08,2025-11-19 12:46:08,completed,705.12,35
O12938,C1343,S021,2025-10-23,21:35:18,2025-10-23 21:35:18,completed,1082.9,32
O12939,C2027,S025,2025-11-05,14:53:44,2025-11-05 14:53:44,completed,857.17,40
O12940,C2003,S021,2025-11-08,06:15:36,2025-11-08 06:15:36,cancelled,0.0,0
O12941,C0478,S024,2025-11-09,13:43:43,2025-11-09 13:43:43,completed,627.69,43
O12942,C1261,S012,2025-11-24,10:32:57,2025-11-24 10:32:57,completed,734.46,21
O12943,C0134,S050,2025-11-19,04:12:28,2025-11-19 04:12:28,cancelled,0.0,0
O12944,C0788,S020,2025-12-01,09:53:47,2025-12-01 09:53:47,completed,85.48,18
O12945,C1497,S007,2025-11-01,15:09:41,2025-11-01 15:09:41,completed,1012.52,42
O12946,C1564,S003,2025-10-26,12:57:45,2025-10-26 12:57:45,cancelled,0.0,0
O12947,C2210,S034,2025-11-09,05:08:32,2025-11-09 05:08:32,completed,1035.91,39
O12948,C2817,S023,2025-10-26,21:38:12,2025-10-26 21:38:12,cancelled,0.0,0
O12949,C2240,S003,2025-10-26,11:17:59,2025-10-26 11:17:59,completed,944.4,34
O12950,C0529,S030,2025-10-27,16:42:46,2025-10-27 16:42:46,completed,594.31,43
O12951,C0862,S038,2025-11-04,15:27:35,2025-11-04 15:27:35,cancelled,0.0,0
O12952,C0148,S015,2025-11-29,05:28:35,2025-11-29 05:28:35,completed,996.77,24
O12953,C2836,S012,2025-12-01,15:11:48,2025-12-01 15:11:48,cancelled,0.0,0
O12954,C0791,S001,2025-10-25,14:40:06,2025-10-25 14:40:06,cancelled,0.0,0
O12955,C2025,S048,2025-11-16,04:06:08,2025-11-16 04:06:08,completed,1765.54,19
O12956,C2935,S039,2025-11-21,17:27:41,2025-11-21 17:27:41,cancelled,0.0,0
O12957,C0858,S005,2025-11-02,05:05:42,2025-11-02 05:05:42,completed,1442.26,24
O12958,C2853,S006,2025-11-15,19:07:44,2025-11-15 19:07:44,completed,894.08,18
O12959,C2180,S032,2025-11-02,12:50:20,2025-11-02 12:50:20,completed,1284.98,32
O12960,C0285,S031,2025-10-22,23:39:57,2025-10-22 23:39:57,completed,1485.19,28
O12961,C1720,S007,2025-11-07,16:21:56,2025-11-07 16:21:56,completed,775.6,40
O12962,C0385,S017,2025-11-23,09:56:48,2025-11-23 09:56:48,completed,1243.57,32
O12963,C2653,S016,2025-11-15,12:01:38,2025-11-15 12:01:38,completed,407.03,39
O12964,C2471,S020,2025-11-25,14:24:37,2025-11-25 14:24:37,completed,567.73,44
O12965,C1178,S016,2025-11-14,12:28:28,2025-11-14 12:28:28,completed,427.25,35
O12966,C2618,S015,2025-11-25,18:52:23,2025-11-25 18:52:23,completed,373.93,38
O12967,C1479,S026,2025-11-19,08:35:38,2025-11-19 08:35:38,completed,1534.4,15
O12968,C0409,S026,2025-10-25,11:47:04,2025-10-25 11:47:04,cancelled,0.0,0
O12969,C1968,S040,2025-10-20,07:29:00,2025-10-20 07:29:00,cancelled,0.0,0
O12970,C1623,S027,2025-10-25,14:02:32,2025-10-25 14:02:32,cancelled,0.0,0
O12971,C0280,S021,2025-10-30,01:40:23,2025-10-30 01:40:23,cancelled,0.0,0
O12972,C1582,S034,2025-11-22,07:42:13,2025-11-22 07:42:13,cancelled,0.0,0
O12973,C1627,S036,2025-11-20,00:29:53,2025-11-20 00:29:53,completed,131.55,43
O12974,C2762,S047,2025-10-29,18:51:16,2025-10-29 18:51:16,cancelled,0.0,0
O12975,C0224,S009,2025-11-20,20:45:56,2025-11-20 20:45:56,cancelled,0.0,0
O12976,C2801,S016,2025-12-01,03:04:32,2025-12-01 03:04:32,completed,1319.73,29
O12977,C2116,S030,2025-10-31,05:18:10,2025-10-31 05:18:10,cancelled,0.0,0
O12978,C1067,S019,2025-11-21,07:54:49,2025-11-21 07:54:49,completed,901.92,30
O12979,C1300,S042,2025-11-06,21:04:36,2025-11-06 21:04:36,completed,133.45,16
O12980,C1470,S044,2025-12-01,17:29:59,2025-12-01 17:29:59,cancelled,0.0,0
O12981,C2467,S015,2025-10-21,05:59:01,2025-10-21 05:59:01,completed,574.11,45
O12982,C0667,S048,2025-11-11,00:35:58,2025-11-11 00:35:58,completed,323.74,32
O12983,C2214,S011,2025-11-01,09:14:53,2025-11-01 09:14:53,cancelled,0.0,0
O12984,C1237,S011,2025-11-18,19:34:03,2025-11-18 19:34:03,completed,1143.27,22
O12985,C1715,S044,2025-10-21,14:38:22,2025-10-21 14:38:22,completed,1167.9,24
O12986,C0001,S013,2025-11-19,08:49:03,2025-11-19 08:49:03,cancelled,0.0,0
O12987,C2448,S013,2025-11-28,15:12:11,2025-11-28 15:12:11,completed,698.41,29
O12988,C0211,S021,2025-11-27,18:09:23,2025-11-27 18:09:23,completed,385.14,22
O12989,C2137,S043,2025-11-25,03:49:29,2025-11-25 03:49:29,completed,92.13,22
O12990,C2897,S019,2025-10-23,02:51:12,2025-10-23 02:51:12,completed,903.79,37
O12991,C1899,S018,2025-10-27,18:36:23,2025-10-27 18:36:23,completed,553.26,25
O12992,C1019,S005,2025-11-26,04:57:08,2025-11-26 04:57:08,cancelled,0.0,0
O12993,C2646,S042,2025-11-13,18:19:22,2025-11-13 18:19:22,cancelled,0.0,0
O12994,C0719,S048,2025-11-03,17:14:12,2025-11-03 17:14:12,completed,1157.75,23
O12995,C2905,S041,2025-10-18,02:17:27,2025-10-18 02:17:27,completed,1974.54,17
O12996,C2961,S034,2025-11-02,18:56:51,2025-11-02 18:56:51,cancelled,0.0,0
O12997,C2809,S050,2025-11-11,05:27:38,2025-11-11 05:27:38,cancelled,0.0,0
O12998,C2483,S043,2025-11-12,04:10:32,2025-11-12 04:10:32,cancelled,0.0,0
O12999,C1950,S034,2025-11-26,16:33:49,2025-11-26 16:33:49,completed,401.37,24
O13000,C2555,S034,2025-10-23,14:14:32,2025-10-23 14:14:32,completed,1030.13,22
O13001,C0960,S023,2025-10-18,16:00:40,2025-10-18 16:00:40,completed,1140.15,27
O13002,C2868,S045,2025-11-01,04:27:50,2025-11-01 04:27:50,cancelled,0.0,0
O13003,C1947,S027,2025-11-29,08:14:45,2025-11-29 08:14:45,completed,242.53,33
O13004,C2381,S036,2025-10-27,03:41:23,2025-10-27 03:41:23,completed,835.45,35
O13005,C2166,S026,2025-11-29,02:21:38,2025-11-29 02:21:38,cancelled,0.0,0
O13006,C1809,S049,2025-11-01,04:47:12,2025-11-01 04:47:12,cancelled,0.0,0
O13007,C2098,S047,2025-10-26,14:05:27,2025-10-26 14:05:27,cancelled,0.0,0
O13008,C1494,S040,2025-11-06,02:17:44,2025-11-06 02:17:44,completed,1486.56,23
O13009,C0525,S021,2025-11-11,20:45:53,2025-11-11 20:45:53,completed,1525.72,23
O13010,C2954,S018,2025-11-24,09:48:25,2025-11-24 09:48:25,completed,1061.42,32
O13011,C0896,S033,2025-11-28,16:06:28,2025-11-28 16:06:28,cancelled,0.0,0
O13012,C0656,S033,2025-11-22,01:54:13,2025-11-22 01:54:13,cancelled,0.0,0
O13013,C2318,S035,2025-11-02,20:47:14,2025-11-02 20:47:14,completed,1967.04,33
O13014,C2055,S023,2025-10-29,11:26:46,2025-10-29 11:26:46,completed,367.59,34
O13015,C2571,S039,2025-11-13,06:41:59,2025-11-13 06:41:59,completed,918.91,43
O13016,C2030,S046,2025-10-25,04:23:04,2025-10-25 04:23:04,cancelled,0.0,0
O13017,C1386,S015,2025-10-18,07:20:39,2025-10-18 07:20:39,cancelled,0.0,0
O13018,C2924,S017,2025-10-19,13:27:37,2025-10-19 13:27:37,cancelled,0.0,0
O13019,C2781,S025,2025-11-21,13:39:58,2025-11-21 13:39:58,completed,517.39,36
O13020,C2827,S016,2025-11-21,19:57:07,2025-11-21 19:57:07,completed,844.3,36
O13021,C0695,S012,2025-11-29,08:33:03,2025-11-29 08:33:03,cancelled,0.0,0
O13022,C0005,S002,2025-11-22,08:04:03,2025-11-22 08:04:03,cancelled,0.0,0
O13023,C1643,S013,2025-10-20,18:16:47,2025-10-20 18:16:47,completed,1975.01,23
O13024,C1531,S049,2025-11-02,16:26:59,2025-11-02 16:26:59,cancelled,0.0,0
O13025,C2220,S020,2025-10-25,07:32:30,2025-10-25 07:32:30,cancelled,0.0,0
O13026,C1893,S016,2025-11-03,07:26:08,2025-11-03 07:26:08,cancelled,0.0,0
O13027,C1791,S047,2025-11-09,19:36:33,2025-11-09 19:36:33,completed,1937.06,39
O13028,C0428,S022,2025-10-26,13:58:07,2025-10-26 13:58:07,completed,308.99,37
O13029,C1160,S009,2025-10-31,01:03:06,2025-10-31 01:03:06,completed,717.69,38
O13030,C0397,S018,2025-11-08,12:01:10,2025-11-08 12:01:10,completed,852.02,38
O13031,C2870,S045,2025-11-12,05:59:02,2025-11-12 05:59:02,completed,1456.39,37
O13032,C2472,S045,2025-10-25,20:13:28,2025-10-25 20:13:28,cancelled,0.0,0
O13033,C0627,S045,2025-11-02,03:17:23,2025-11-02 03:17:23,completed,408.57,37
O13034,C2095,S027,2025-10-18,11:27:42,2025-10-18 11:27:42,completed,1573.52,20
O13035,C1692,S005,2025-11-24,05:02:55,2025-11-24 05:02:55,completed,366.26,24
O13036,C0816,S045,2025-11-08,08:30:52,2025-11-08 08:30:52,completed,1925.2,17
O13037,C1111,S015,2025-11-10,05:47:55,2025-11-10 05:47:55,completed,1995.61,38
O13038,C0858,S012,2025-12-01,17:44:54,2025-12-01 17:44:54,completed,1240.37,41
O13039,C2536,S012,2025-10-18,02:28:22,2025-10-18 02:28:22,completed,541.75,33
O13040,C0440,S032,2025-10-18,03:49:05,2025-10-18 03:49:05,cancelled,0.0,0
O13041,C1837,S041,2025-11-06,00:49:16,2025-11-06 00:49:16,completed,708.71,18
O13042,C1570,S011,2025-11-16,21:13:51,2025-11-16 21:13:51,completed,192.75,43
O13043,C1010,S021,2025-10-25,06:31:14,2025-10-25 06:31:14,cancelled,0.0,0
O13044,C1217,S033,2025-11-10,14:11:47,2025-11-10 14:11:47,cancelled,0.0,0
O13045,C0762,S038,2025-11-07,09:30:43,2025-11-07 09:30:43,completed,968.83,16
O13046,C0819,S020,2025-10-30,03:31:25,2025-10-30 03:31:25,cancelled,0.0,0
O13047,C0406,S049,2025-11-24,08:37:22,2025-11-24 08:37:22,completed,1022.54,39
O13048,C2646,S011,2025-11-14,18:56:45,2025-11-14 18:56:45,cancelled,0.0,0
O13049,C2636,S009,2025-11-27,21:53:02,2025-11-27 21:53:02,cancelled,0.0,0
O13050,C2177,S050,2025-11-16,06:23:56,2025-11-16 06:23:56,cancelled,0.0,0
O13051,C1985,S050,2025-10-23,18:24:40,2025-10-23 18:24:40,completed,1068.87,25
O13052,C1649,S034,2025-11-15,09:47:20,2025-11-15 09:47:20,cancelled,0.0,0
O13053,C2590,S049,2025-11-21,07:29:53,2025-11-21 07:29:53,completed,1367.35,44
O13054,C1138,S046,2025-11-05,13:09:47,2025-11-05 13:09:47,cancelled,0.0,0
O13055,C2799,S029,2025-11-19,07:46:39,2025-11-19 07:46:39,cancelled,0.0,0
O13056,C0436,S001,2025-10-22,05:53:17,2025-10-22 05:53:17,completed,1077.6,39
O13057,C2685,S005,2025-11-25,17:25:13,2025-11-25 17:25:13,completed,167.8,41
O13058,C1258,S017,2025-11-08,07:13:16,2025-11-08 07:13:16,completed,722.58,24
O13059,C2227,S017,2025-11-27,16:48:16,2025-11-27 16:48:16,cancelled,0.0,0
O13060,C2533,S029,2025-11-19,03:11:55,2025-11-19 03:11:55,completed,1823.09,42
O13061,C2854,S037,2025-11-28,04:30:54,2025-11-28 04:30:54,cancelled,0.0,0
O13062,C2972,S029,2025-11-26,12:19:12,2025-11-26 12:19:12,completed,324.1,26
O13063,C0682,S038,2025-10-30,06:47:05,2025-10-30 06:47:05,cancelled,0.0,0
O13064,C2500,S045,2025-11-07,18:19:47,2025-11-07 18:19:47,completed,200.38,24
O13065,C0540,S009,2025-11-08,19:07:09,2025-11-08 19:07:09,completed,756.35,19
O13066,C1809,S011,2025-10-23,18:38:54,2025-10-23 18:38:54,cancelled,0.0,0
O13067,C2277,S039,2025-11-20,10:16:41,2025-11-20 10:16:41,completed,950.2,29
O13068,C0670,S020,2025-11-06,19:02:58,2025-11-06 19:02:58,completed,935.53,32
O13069,C0644,S001,2025-11-06,01:23:54,2025-11-06 01:23:54,completed,846.73,19
O13070,C0149,S008,2025-10-19,01:02:01,2025-10-19 01:02:01,cancelled,0.0,0
O13071,C2845,S048,2025-10-29,03:55:26,2025-10-29 03:55:26,cancelled,0.0,0
O13072,C2024,S036,2025-11-11,09:53:15,2025-11-11 09:53:15,cancelled,0.0,0
O13073,C1836,S019,2025-12-01,17:06:34,2025-12-01 17:06:34,completed,1145.83,45
O13074,C2865,S007,2025-11-30,11:10:54,2025-11-30 11:10:54,cancelled,0.0,0
O13075,C2385,S039,2025-11-25,16:13:17,2025-11-25 16:13:17,completed,153.35,26
O13076,C1579,S031,2025-10-26,12:14:14,2025-10-26 12:14:14,cancelled,0.0,0
O13077,C0884,S045,2025-10-20,10:33:02,2025-10-20 10:33:02,completed,1337.55,30
O13078,C1446,S011,2025-11-21,05:32:12,2025-11-21 05:32:12,completed,1384.89,38
O13079,C2993,S032,2025-10-27,06:31:17,2025-10-27 06:31:17,completed,1704.21,42
O13080,C2916,S030,2025-10-19,22:43:53,2025-10-19 22:43:53,cancelled,0.0,0
O13081,C1049,S044,2025-11-16,07:25:58,2025-11-16 07:25:58,completed,1581.6,43
O13082,C0672,S013,2025-11-11,03:18:30,2025-11-11 03:18:30,cancelled,0.0,0
O13083,C0167,S014,2025-10-21,15:27:38,2025-10-21 15:27:38,completed,401.87,40
O13084,C1888,S040,2025-11-04,09:41:56,2025-11-04 09:41:56,completed,1178.93,21
O13085,C2413,S034,2025-11-23,22:06:10,2025-11-23 22:06:10,cancelled,0.0,0
O13086,C2797,S003,2025-10-26,11:31:27,2025-10-26 11:31:27,completed,1571.27,26
O13087,C1247,S036,2025-11-30,15:01:21,2025-11-30 15:01:21,cancelled,0.0,0
O13088,C0591,S022,2025-11-13,18:25:58,2025-11-13 18:25:58,completed,1365.18,30
O13089,C2917,S049,2025-11-25,09:24:40,2025-11-25 09:24:40,cancelled,0.0,0
O13090,C0387,S001,2025-11-01,14:56:19,2025-11-01 14:56:19,cancelled,0.0,0
O13091,C1571,S023,2025-11-09,10:59:39,2025-11-09 10:59:39,cancelled,0.0,0
O13092,C0624,S025,2025-11-17,15:19:03,2025-11-17 15:19:03,completed,484.86,39
O13093,C0544,S029,2025-11-25,03:55:37,2025-11-25 03:55:37,completed,458.64,25
O13094,C1078,S038,2025-11-28,22:20:42,2025-11-28 22:20:42,completed,442.29,26
